hour,day,month,day_of_week,is_weekend,previous_consumption,Global_active_power
5,28,4,1,0,0.5302,0.4448666666666667
6,28,4,1,0,0.4448666666666667,0.7586333333333334
7,28,4,1,0,0.7586333333333334,2.253333333333333
8,28,4,1,0,2.253333333333333,2.2389666666666668
9,28,4,1,0,2.2389666666666668,2.093433333333333
10,28,4,1,0,2.093433333333333,1.6592
11,28,4,1,0,1.6592,1.4896333333333334
12,28,4,1,0,1.4896333333333334,1.7739333333333331
13,28,4,1,0,1.7739333333333331,1.9465000000000001
14,28,4,1,0,1.9465000000000001,1.7526
15,28,4,1,0,1.7526,0.4525666666666667
16,28,4,1,0,0.4525666666666667,0.4337666666666667
17,28,4,1,0,0.4337666666666667,0.4543
18,28,4,1,0,0.4543,0.7213999999999999
19,28,4,1,0,0.7213999999999999,1.4173666666666667
20,28,4,1,0,1.4173666666666667,1.6629
21,28,4,1,0,1.6629,1.5021333333333333
22,28,4,1,0,1.5021333333333333,1.3540666666666668
23,28,4,1,0,1.3540666666666668,0.6788000000000001
0,29,4,2,0,0.6788000000000001,0.4524666666666667
1,29,4,2,0,0.4524666666666667,0.3981
2,29,4,2,0,0.3981,0.3794666666666667
3,29,4,2,0,0.3794666666666667,0.4347666666666667
4,29,4,2,0,0.4347666666666667,0.36316666666666664
5,29,4,2,0,0.36316666666666664,0.41323333333333334
6,29,4,2,0,0.41323333333333334,1.5125666666666668
7,29,4,2,0,1.5125666666666668,2.1048
8,29,4,2,0,2.1048,1.4955333333333334
9,29,4,2,0,1.4955333333333334,1.3323666666666665
10,29,4,2,0,1.3323666666666665,0.8103333333333332
11,29,4,2,0,0.8103333333333332,1.9905666666666666
12,29,4,2,0,1.9905666666666666,2.024566666666667
13,29,4,2,0,2.024566666666667,1.5835000000000001
14,29,4,2,0,1.5835000000000001,0.9816
15,29,4,2,0,0.9816,0.5388000000000001
16,29,4,2,0,0.5388000000000001,0.42393333333333333
17,29,4,2,0,0.42393333333333333,0.9377333333333334
18,29,4,2,0,0.9377333333333334,0.7641666666666667
19,29,4,2,0,0.7641666666666667,1.5350666666666666
20,29,4,2,0,1.5350666666666666,1.1052666666666666
21,29,4,2,0,1.1052666666666666,2.351766666666667
22,29,4,2,0,2.351766666666667,2.8628
23,29,4,2,0,2.8628,0.9481
0,30,4,3,0,0.9481,0.5711666666666667
1,30,4,3,0,0.5711666666666667,0.5411
2,30,4,3,0,0.5411,0.9289333333333333
3,30,4,3,0,0.9289333333333333,0.41353333333333336
4,30,4,3,0,0.41353333333333336,0.35373333333333334
5,30,4,3,0,0.35373333333333334,0.42710000000000004
6,30,4,3,0,0.42710000000000004,0.6386333333333333
7,30,4,3,0,0.6386333333333333,2.0443000000000002
8,30,4,3,0,2.0443000000000002,1.9639
9,30,4,3,0,1.9639,1.9772333333333334
10,30,4,3,0,1.9772333333333334,1.4880333333333333
11,30,4,3,0,1.4880333333333333,1.4291333333333334
12,30,4,3,0,1.4291333333333334,1.4434
13,30,4,3,0,1.4434,1.4801666666666666
14,30,4,3,0,1.4801666666666666,1.4585000000000001
15,30,4,3,0,1.4585000000000001,0.6148666666666667
16,30,4,3,0,0.6148666666666667,0.5218
17,30,4,3,0,0.5218,0.9580333333333333
18,30,4,3,0,0.9580333333333333,1.792433333333333
19,30,4,3,0,1.792433333333333,1.7662666666666667
20,30,4,3,0,1.7662666666666667,1.0921333333333334
21,30,4,3,0,1.0921333333333334,1.4772666666666665
22,30,4,3,0,1.4772666666666665,3.0745
23,30,4,3,0,3.0745,2.1231999999999998
0,1,5,4,0,2.1231999999999998,1.4047333333333332
1,1,5,4,0,1.4047333333333332,1.4004
2,1,5,4,0,1.4004,1.4649666666666665
3,1,5,4,0,1.4649666666666665,1.3539999999999999
4,1,5,4,0,1.3539999999999999,0.3312333333333333
5,1,5,4,0,0.3312333333333333,1.5524
6,1,5,4,0,1.5524,1.1707333333333334
7,1,5,4,0,1.1707333333333334,0.7577666666666667
8,1,5,4,0,0.7577666666666667,0.859
9,1,5,4,0,0.859,1.4891333333333334
10,1,5,4,0,1.4891333333333334,0.8887666666666667
11,1,5,4,0,0.8887666666666667,0.6318666666666667
12,1,5,4,0,0.6318666666666667,1.1035
13,1,5,4,0,1.1035,0.6839999999999999
14,1,5,4,0,0.6839999999999999,0.47909999999999997
15,1,5,4,0,0.47909999999999997,1.0329666666666666
16,1,5,4,0,1.0329666666666666,1.8699000000000001
17,1,5,4,0,1.8699000000000001,1.1232
18,1,5,4,0,1.1232,0.7175333333333334
19,1,5,4,0,0.7175333333333334,0.5022666666666666
20,1,5,4,0,0.5022666666666666,1.1478666666666666
21,1,5,4,0,1.1478666666666666,1.9122666666666668
22,1,5,4,0,1.9122666666666668,1.0233
23,1,5,4,0,1.0233,0.31246666666666667
0,2,5,5,1,0.31246666666666667,0.36996666666666667
1,2,5,5,1,0.36996666666666667,0.3608333333333333
2,2,5,5,1,0.3608333333333333,0.3421333333333333
3,2,5,5,1,0.3421333333333333,0.3908666666666667
4,2,5,5,1,0.3908666666666667,0.3252666666666667
5,2,5,5,1,0.3252666666666667,0.6018
6,2,5,5,1,0.6018,0.8126333333333332
7,2,5,5,1,0.8126333333333332,1.2243333333333333
8,2,5,5,1,1.2243333333333333,1.7249
9,2,5,5,1,1.7249,1.5988
10,2,5,5,1,1.5988,1.5260333333333334
11,2,5,5,1,1.5260333333333334,1.5207000000000002
12,2,5,5,1,1.5207000000000002,1.5104666666666666
13,2,5,5,1,1.5104666666666666,1.4943333333333333
14,2,5,5,1,1.4943333333333333,0.9025
15,2,5,5,1,0.9025,0.8336666666666666
16,2,5,5,1,0.8336666666666666,1.0456666666666667
17,2,5,5,1,1.0456666666666667,1.1482999999999999
18,2,5,5,1,1.1482999999999999,0.44626666666666664
19,2,5,5,1,0.44626666666666664,0.39463333333333334
20,2,5,5,1,0.39463333333333334,0.6137666666666667
21,2,5,5,1,0.6137666666666667,1.1865333333333332
22,2,5,5,1,1.1865333333333332,2.2051666666666665
23,2,5,5,1,2.2051666666666665,0.6522666666666667
0,3,5,6,1,0.6522666666666667,0.37123333333333336
1,3,5,6,1,0.37123333333333336,0.31020000000000003
2,3,5,6,1,0.31020000000000003,0.4030666666666667
3,3,5,6,1,0.4030666666666667,0.29009999999999997
4,3,5,6,1,0.29009999999999997,0.3695
5,3,5,6,1,0.3695,0.3383
6,3,5,6,1,0.3383,0.3417
7,3,5,6,1,0.3417,1.0893666666666666
8,3,5,6,1,1.0893666666666666,1.0766666666666669
9,3,5,6,1,1.0766666666666669,1.2457666666666667
10,3,5,6,1,1.2457666666666667,1.6178666666666668
11,3,5,6,1,1.6178666666666668,2.6576
12,3,5,6,1,2.6576,1.4816666666666667
13,3,5,6,1,1.4816666666666667,0.5520666666666667
14,3,5,6,1,0.5520666666666667,0.6093333333333334
15,3,5,6,1,0.6093333333333334,0.6012333333333333
16,3,5,6,1,0.6012333333333333,1.0289666666666666
17,3,5,6,1,1.0289666666666666,0.5145333333333333
18,3,5,6,1,0.5145333333333333,1.3630333333333333
19,3,5,6,1,1.3630333333333333,0.7539666666666667
20,3,5,6,1,0.7539666666666667,4.2653
21,3,5,6,1,4.2653,3.1061666666666667
22,3,5,6,1,3.1061666666666667,1.6028999999999998
23,3,5,6,1,1.6028999999999998,0.8240999999999999
0,4,5,0,0,0.8240999999999999,0.9642333333333333
1,4,5,0,0,0.9642333333333333,0.9137666666666667
2,4,5,0,0,0.9137666666666667,0.9373666666666666
3,4,5,0,0,0.9373666666666666,0.8852666666666666
4,4,5,0,0,0.8852666666666666,0.9277666666666666
5,4,5,0,0,0.9277666666666666,0.8148666666666666
6,4,5,0,0,0.8148666666666666,1.2602666666666666
7,4,5,0,0,1.2602666666666666,2.3579333333333334
8,4,5,0,0,2.3579333333333334,1.5611
9,4,5,0,0,1.5611,1.4597666666666667
10,4,5,0,0,1.4597666666666667,1.4333333333333333
11,4,5,0,0,1.4333333333333333,1.4296333333333335
12,4,5,0,0,1.4296333333333335,1.3778000000000001
13,4,5,0,0,1.3778000000000001,1.3517333333333332
14,4,5,0,0,1.3517333333333332,0.31126666666666664
15,4,5,0,0,0.31126666666666664,0.34090000000000004
16,4,5,0,0,0.34090000000000004,0.38343333333333335
17,4,5,0,0,0.38343333333333335,0.4498333333333333
18,4,5,0,0,0.4498333333333333,0.8375
19,4,5,0,0,0.8375,0.6524666666666668
20,4,5,0,0,0.6524666666666668,1.9763333333333333
21,4,5,0,0,1.9763333333333333,2.7685000000000004
22,4,5,0,0,2.7685000000000004,1.9589333333333334
23,4,5,0,0,1.9589333333333334,0.44403333333333334
0,5,5,1,0,0.44403333333333334,0.35996666666666666
1,5,5,1,0,0.35996666666666666,0.38026666666666664
2,5,5,1,0,0.38026666666666664,0.33980000000000005
3,5,5,1,0,0.33980000000000005,0.3136333333333334
4,5,5,1,0,0.3136333333333334,0.3798
5,5,5,1,0,0.3798,0.32006666666666667
6,5,5,1,0,0.32006666666666667,0.9154333333333333
7,5,5,1,0,0.9154333333333333,2.1467
8,5,5,1,0,2.1467,1.7336999999999998
9,5,5,1,0,1.7336999999999998,1.8774666666666666
10,5,5,1,0,1.8774666666666666,1.5013666666666665
11,5,5,1,0,1.5013666666666665,1.5069333333333332
12,5,5,1,0,1.5069333333333332,1.5439
13,5,5,1,0,1.5439,2.8680333333333334
14,5,5,1,0,2.8680333333333334,2.0573333333333332
15,5,5,1,0,2.0573333333333332,0.5573
16,5,5,1,0,0.5573,0.47433333333333333
17,5,5,1,0,0.47433333333333333,0.4192666666666666
18,5,5,1,0,0.4192666666666666,0.7972666666666667
19,5,5,1,0,0.7972666666666667,1.9743333333333335
20,5,5,1,0,1.9743333333333335,1.1945000000000001
21,5,5,1,0,1.1945000000000001,2.7112
22,5,5,1,0,2.7112,1.9349333333333334
23,5,5,1,0,1.9349333333333334,0.5503666666666667
0,6,5,2,0,0.5503666666666667,0.46199999999999997
1,6,5,2,0,0.46199999999999997,0.3419
2,6,5,2,0,0.3419,0.4426
3,6,5,2,0,0.4426,0.3538
4,6,5,2,0,0.3538,0.4172666666666667
5,6,5,2,0,0.4172666666666667,0.36206666666666665
6,6,5,2,0,0.36206666666666665,0.9346666666666666
7,6,5,2,0,0.9346666666666666,1.9164333333333334
8,6,5,2,0,1.9164333333333334,1.4660666666666666
9,6,5,2,0,1.4660666666666666,1.4511
10,6,5,2,0,1.4511,1.4559
11,6,5,2,0,1.4559,1.4848333333333334
12,6,5,2,0,1.4848333333333334,1.1846333333333334
13,6,5,2,0,1.1846333333333334,0.6272
14,6,5,2,0,0.6272,0.7248666666666667
15,6,5,2,0,0.7248666666666667,0.6378333333333334
16,6,5,2,0,0.6378333333333334,0.4327333333333333
17,6,5,2,0,0.4327333333333333,0.545
18,6,5,2,0,0.545,1.3384333333333334
19,6,5,2,0,1.3384333333333334,1.2773666666666665
20,6,5,2,0,1.2773666666666665,0.6197
21,6,5,2,0,0.6197,2.332866666666667
22,6,5,2,0,2.332866666666667,1.3130333333333333
23,6,5,2,0,1.3130333333333333,0.37606666666666666
0,7,5,3,0,0.37606666666666666,0.39293333333333336
1,7,5,3,0,0.39293333333333336,0.3383333333333333
2,7,5,3,0,0.3383333333333333,0.34903333333333336
3,7,5,3,0,0.34903333333333336,0.3567666666666666
4,7,5,3,0,0.3567666666666666,0.34763333333333335
5,7,5,3,0,0.34763333333333335,0.3484
6,7,5,3,0,0.3484,0.7630666666666667
7,7,5,3,0,0.7630666666666667,1.693
8,7,5,3,0,1.693,1.4599
9,7,5,3,0,1.4599,1.4223333333333334
10,7,5,3,0,1.4223333333333334,1.1442
11,7,5,3,0,1.1442,0.3734
12,7,5,3,0,0.3734,0.36946666666666667
13,7,5,3,0,0.36946666666666667,0.36069999999999997
14,7,5,3,0,0.36069999999999997,0.3329666666666667
15,7,5,3,0,0.3329666666666667,0.38956666666666667
16,7,5,3,0,0.38956666666666667,0.36963333333333337
17,7,5,3,0,0.36963333333333337,0.4561
18,7,5,3,0,0.4561,1.1188
19,7,5,3,0,1.1188,1.1869333333333332
20,7,5,3,0,1.1869333333333332,0.5374666666666666
21,7,5,3,0,0.5374666666666666,0.5463
22,7,5,3,0,0.5463,0.751
23,7,5,3,0,0.751,1.4695333333333334
0,8,5,4,0,1.4695333333333334,0.3434
1,8,5,4,0,0.3434,0.3672666666666667
2,8,5,4,0,0.3672666666666667,0.359
3,8,5,4,0,0.359,0.47123333333333334
4,8,5,4,0,0.47123333333333334,0.3704
5,8,5,4,0,0.3704,0.37806666666666666
6,8,5,4,0,0.37806666666666666,0.3520333333333333
7,8,5,4,0,0.3520333333333333,0.8465666666666667
8,8,5,4,0,0.8465666666666667,1.3146666666666667
9,8,5,4,0,1.3146666666666667,1.7735333333333332
10,8,5,4,0,1.7735333333333332,1.5727333333333333
11,8,5,4,0,1.5727333333333333,1.0975
12,8,5,4,0,1.0975,1.8385666666666667
13,8,5,4,0,1.8385666666666667,1.4799333333333335
14,8,5,4,0,1.4799333333333335,2.323
15,8,5,4,0,2.323,2.3411
16,8,5,4,0,2.3411,1.6147
17,8,5,4,0,1.6147,1.6079666666666665
18,8,5,4,0,1.6079666666666665,2.9731333333333336
19,8,5,4,0,2.9731333333333336,1.6407
20,8,5,4,0,1.6407,1.6824666666666668
21,8,5,4,0,1.6824666666666668,1.9616333333333331
22,8,5,4,0,1.9616333333333331,1.6283999999999998
23,8,5,4,0,1.6283999999999998,0.6145999999999999
0,9,5,5,1,0.6145999999999999,0.42763333333333337
1,9,5,5,1,0.42763333333333337,0.39966666666666667
2,9,5,5,1,0.39966666666666667,0.4242666666666667
3,9,5,5,1,0.4242666666666667,0.4041666666666667
4,9,5,5,1,0.4041666666666667,0.42796666666666666
5,9,5,5,1,0.42796666666666666,0.3922
6,9,5,5,1,0.3922,0.43166666666666664
7,9,5,5,1,0.43166666666666664,1.8678
8,9,5,5,1,1.8678,1.6328333333333334
9,9,5,5,1,1.6328333333333334,1.6765
10,9,5,5,1,1.6765,0.9985333333333333
11,9,5,5,1,0.9985333333333333,1.4562333333333333
12,9,5,5,1,1.4562333333333333,1.2790666666666666
13,9,5,5,1,1.2790666666666666,1.3359999999999999
14,9,5,5,1,1.3359999999999999,1.0099666666666667
15,9,5,5,1,1.0099666666666667,0.5671
16,9,5,5,1,0.5671,0.9612
17,9,5,5,1,0.9612,0.9377666666666666
18,9,5,5,1,0.9377666666666666,0.48693333333333333
19,9,5,5,1,0.48693333333333333,0.6619333333333334
20,9,5,5,1,0.6619333333333334,0.9867666666666667
21,9,5,5,1,0.9867666666666667,1.1690666666666667
22,9,5,5,1,1.1690666666666667,0.6480333333333334
23,9,5,5,1,0.6480333333333334,0.4392333333333333
0,10,5,6,1,0.4392333333333333,1.0627666666666666
1,10,5,6,1,1.0627666666666666,0.42583333333333334
2,10,5,6,1,0.42583333333333334,0.41053333333333336
3,10,5,6,1,0.41053333333333336,0.35583333333333333
4,10,5,6,1,0.35583333333333333,0.4539
5,10,5,6,1,0.4539,0.3637666666666667
6,10,5,6,1,0.3637666666666667,0.4555666666666667
7,10,5,6,1,0.4555666666666667,0.5277333333333334
8,10,5,6,1,0.5277333333333334,0.9251333333333334
9,10,5,6,1,0.9251333333333334,1.7125666666666668
10,10,5,6,1,1.7125666666666668,0.8294
11,10,5,6,1,0.8294,0.5404
12,10,5,6,1,0.5404,1.7259
13,10,5,6,1,1.7259,1.3785666666666667
14,10,5,6,1,1.3785666666666667,1.4499666666666668
15,10,5,6,1,1.4499666666666668,1.8807
16,10,5,6,1,1.8807,3.720566666666667
17,10,5,6,1,3.720566666666667,1.7341333333333333
18,10,5,6,1,1.7341333333333333,2.290135593220339
19,10,5,6,1,2.290135593220339,3.6363333333333334
20,10,5,6,1,3.6363333333333334,1.6456333333333333
21,10,5,6,1,1.6456333333333333,3.353533333333333
22,10,5,6,1,3.353533333333333,1.514
23,10,5,6,1,1.514,0.42113333333333336
0,11,5,0,0,0.42113333333333336,0.39663333333333334
1,11,5,0,0,0.39663333333333334,0.3864666666666666
2,11,5,0,0,0.3864666666666666,0.38556666666666667
3,11,5,0,0,0.38556666666666667,0.3544333333333333
4,11,5,0,0,0.3544333333333333,0.4006
5,11,5,0,0,0.4006,0.5687
6,11,5,0,0,0.5687,1.3859666666666668
7,11,5,0,0,1.3859666666666668,1.9092
8,11,5,0,0,1.9092,1.5109333333333332
9,11,5,0,0,1.5109333333333332,1.4347333333333334
10,11,5,0,0,1.4347333333333334,1.4304999999999999
11,11,5,0,0,1.4304999999999999,1.0195333333333332
12,11,5,0,0,1.0195333333333332,0.38403333333333334
13,11,5,0,0,0.38403333333333334,0.33503333333333335
14,11,5,0,0,0.33503333333333335,0.3979666666666667
15,11,5,0,0,0.3979666666666667,0.3246333333333333
16,11,5,0,0,0.3246333333333333,0.4001
17,11,5,0,0,0.4001,0.3816333333333333
18,11,5,0,0,0.3816333333333333,0.6649666666666667
19,11,5,0,0,0.6649666666666667,1.7266333333333332
20,11,5,0,0,1.7266333333333332,2.3970333333333333
21,11,5,0,0,2.3970333333333333,3.1672000000000002
22,11,5,0,0,3.1672000000000002,2.682866666666667
23,11,5,0,0,2.682866666666667,1.2409
0,12,5,1,0,1.2409,0.4676
1,12,5,1,0,0.4676,0.37596666666666667
2,12,5,1,0,0.37596666666666667,0.47756666666666664
3,12,5,1,0,0.47756666666666664,0.37416666666666665
4,12,5,1,0,0.37416666666666665,0.4646
5,12,5,1,0,0.4646,0.7783
6,12,5,1,0,0.7783,2.453333333333333
7,12,5,1,0,2.453333333333333,2.3327999999999998
8,12,5,1,0,2.3327999999999998,1.5997333333333332
9,12,5,1,0,1.5997333333333332,1.4152333333333333
10,12,5,1,0,1.4152333333333333,1.5336
11,12,5,1,0,1.5336,1.4114
12,12,5,1,0,1.4114,1.5248666666666668
13,12,5,1,0,1.5248666666666668,0.6196666666666667
14,12,5,1,0,0.6196666666666667,0.4552
15,12,5,1,0,0.4552,0.37710000000000005
16,12,5,1,0,0.37710000000000005,0.47050000000000003
17,12,5,1,0,0.47050000000000003,0.42086666666666667
18,12,5,1,0,0.42086666666666667,0.5119333333333334
19,12,5,1,0,0.5119333333333334,0.8451000000000001
20,12,5,1,0,0.8451000000000001,2.2192
21,12,5,1,0,2.2192,1.4382666666666668
22,12,5,1,0,1.4382666666666668,1.8736666666666666
23,12,5,1,0,1.8736666666666666,2.6586
0,13,5,2,0,2.6586,0.5110666666666667
1,13,5,2,0,0.5110666666666667,0.43823333333333336
2,13,5,2,0,0.43823333333333336,0.41596666666666665
3,13,5,2,0,0.41596666666666665,0.42769999999999997
4,13,5,2,0,0.42769999999999997,0.42716666666666664
5,13,5,2,0,0.42716666666666664,0.4231666666666667
6,13,5,2,0,0.4231666666666667,0.4031
7,13,5,2,0,0.4031,1.0148
8,13,5,2,0,1.0148,1.8349666666666666
9,13,5,2,0,1.8349666666666666,1.6656333333333333
10,13,5,2,0,1.6656333333333333,1.7254333333333334
11,13,5,2,0,1.7254333333333334,1.5031333333333334
12,13,5,2,0,1.5031333333333334,0.6644333333333333
13,13,5,2,0,0.6644333333333333,0.41963333333333336
14,13,5,2,0,0.41963333333333336,0.4171333333333333
15,13,5,2,0,0.4171333333333333,0.4058333333333334
16,13,5,2,0,0.4058333333333334,0.4408333333333333
17,13,5,2,0,0.4408333333333333,0.38003333333333333
18,13,5,2,0,0.38003333333333333,0.4598333333333333
19,13,5,2,0,0.4598333333333333,0.7288666666666667
20,13,5,2,0,0.7288666666666667,1.0173333333333334
21,13,5,2,0,1.0173333333333334,2.3869
22,13,5,2,0,2.3869,1.8566333333333334
23,13,5,2,0,1.8566333333333334,0.8054666666666667
0,14,5,3,0,0.8054666666666667,0.8802666666666668
1,14,5,3,0,0.8802666666666668,0.44476666666666664
2,14,5,3,0,0.44476666666666664,0.3826333333333333
3,14,5,3,0,0.3826333333333333,0.31333333333333335
4,14,5,3,0,0.31333333333333335,0.3675333333333333
5,14,5,3,0,0.3675333333333333,0.31120000000000003
6,14,5,3,0,0.31120000000000003,1.1377333333333333
7,14,5,3,0,1.1377333333333333,1.4606666666666668
8,14,5,3,0,1.4606666666666668,1.5868666666666666
9,14,5,3,0,1.5868666666666666,1.3943666666666668
10,14,5,3,0,1.3943666666666668,1.8354
11,14,5,3,0,1.8354,0.919
12,14,5,3,0,0.919,0.5495
13,14,5,3,0,0.5495,0.2836666666666667
14,14,5,3,0,0.2836666666666667,0.38073333333333337
15,14,5,3,0,0.38073333333333337,0.3014333333333334
16,14,5,3,0,0.3014333333333334,0.3659
17,14,5,3,0,0.3659,0.29333333333333333
18,14,5,3,0,0.29333333333333333,1.2115666666666667
19,14,5,3,0,1.2115666666666667,2.477333333333333
20,14,5,3,0,2.477333333333333,3.183666666666667
21,14,5,3,0,3.183666666666667,3.5038666666666667
22,14,5,3,0,3.5038666666666667,2.8
23,14,5,3,0,2.8,0.3983
0,15,5,4,0,0.3983,0.4093333333333333
1,15,5,4,0,0.4093333333333333,0.38510000000000005
2,15,5,4,0,0.38510000000000005,0.35753333333333337
3,15,5,4,0,0.35753333333333337,0.3655666666666667
4,15,5,4,0,0.3655666666666667,0.3733333333333333
5,15,5,4,0,0.3733333333333333,0.35690000000000005
6,15,5,4,0,0.35690000000000005,1.3168666666666666
7,15,5,4,0,1.3168666666666666,2.0804666666666667
8,15,5,4,0,2.0804666666666667,2.3221333333333334
9,15,5,4,0,2.3221333333333334,1.7266333333333332
10,15,5,4,0,1.7266333333333332,1.4310333333333332
11,15,5,4,0,1.4310333333333332,1.3312333333333333
12,15,5,4,0,1.3312333333333333,0.9126666666666666
13,15,5,4,0,0.9126666666666666,0.3054
14,15,5,4,0,0.3054,0.4005
15,15,5,4,0,0.4005,0.5358666666666667
16,15,5,4,0,0.5358666666666667,0.8128333333333334
17,15,5,4,0,0.8128333333333334,1.2492333333333332
18,15,5,4,0,1.2492333333333332,1.5735999999999999
19,15,5,4,0,1.5735999999999999,1.5079
20,15,5,4,0,1.5079,1.4686333333333332
21,15,5,4,0,1.4686333333333332,1.2825333333333333
22,15,5,4,0,1.2825333333333333,0.7765666666666667
23,15,5,4,0,0.7765666666666667,0.4219
0,16,5,5,1,0.4219,0.3246
1,16,5,5,1,0.3246,0.39976666666666666
2,16,5,5,1,0.39976666666666666,0.8938
3,16,5,5,1,0.8938,0.21933333333333332
4,16,5,5,1,0.21933333333333332,0.2274
5,16,5,5,1,0.2274,0.25116666666666665
6,16,5,5,1,0.25116666666666665,0.23813333333333334
7,16,5,5,1,0.23813333333333334,0.34936666666666666
8,16,5,5,1,0.34936666666666666,1.8082
9,16,5,5,1,1.8082,2.0031000000000003
10,16,5,5,1,2.0031000000000003,1.4827333333333332
11,16,5,5,1,1.4827333333333332,2.5709666666666666
12,16,5,5,1,2.5709666666666666,2.3591333333333333
13,16,5,5,1,2.3591333333333333,1.9409666666666667
14,16,5,5,1,1.9409666666666667,3.7777000000000003
15,16,5,5,1,3.7777000000000003,1.1372666666666666
16,16,5,5,1,1.1372666666666666,1.1399666666666666
17,16,5,5,1,1.1399666666666666,1.4727999999999999
18,16,5,5,1,1.4727999999999999,1.6332666666666666
19,16,5,5,1,1.6332666666666666,1.7131
20,16,5,5,1,1.7131,1.9165999999999999
21,16,5,5,1,1.9165999999999999,1.8204666666666667
22,16,5,5,1,1.8204666666666667,2.0326666666666666
23,16,5,5,1,2.0326666666666666,1.7438
0,17,5,6,1,1.7438,1.2218666666666667
1,17,5,6,1,1.2218666666666667,0.3738666666666667
2,17,5,6,1,0.3738666666666667,0.4358666666666667
3,17,5,6,1,0.4358666666666667,0.7966666666666666
4,17,5,6,1,0.7966666666666666,0.3512
5,17,5,6,1,0.3512,0.39096666666666663
6,17,5,6,1,0.39096666666666663,0.3284
7,17,5,6,1,0.3284,0.3874
8,17,5,6,1,0.3874,0.8746666666666666
9,17,5,6,1,0.8746666666666666,0.7243999999999999
10,17,5,6,1,0.7243999999999999,3.7628
11,17,5,6,1,3.7628,2.8699999999999997
12,17,5,6,1,2.8699999999999997,1.5444333333333333
13,17,5,6,1,1.5444333333333333,1.0704
14,17,5,6,1,1.0704,1.4469666666666667
15,17,5,6,1,1.4469666666666667,0.5868333333333333
16,17,5,6,1,0.5868333333333333,0.49706666666666666
17,17,5,6,1,0.49706666666666666,0.5798333333333333
18,17,5,6,1,0.5798333333333333,0.5786333333333334
19,17,5,6,1,0.5786333333333334,1.7633
20,17,5,6,1,1.7633,1.8552
21,17,5,6,1,1.8552,1.5653000000000001
22,17,5,6,1,1.5653000000000001,1.2207666666666666
23,17,5,6,1,1.2207666666666666,0.5025666666666667
0,18,5,0,0,0.5025666666666667,0.3500333333333333
1,18,5,0,0,0.3500333333333333,0.34463333333333335
2,18,5,0,0,0.34463333333333335,0.5854
3,18,5,0,0,0.5854,0.6144
4,18,5,0,0,0.6144,0.31093333333333334
5,18,5,0,0,0.31093333333333334,0.3283666666666667
6,18,5,0,0,0.3283666666666667,0.9643999999999999
7,18,5,0,0,0.9643999999999999,1.8609333333333333
8,18,5,0,0,1.8609333333333333,1.4665
9,18,5,0,0,1.4665,1.4581000000000002
10,18,5,0,0,1.4581000000000002,1.3625666666666667
11,18,5,0,0,1.3625666666666667,1.2161666666666666
12,18,5,0,0,1.2161666666666666,0.3398333333333333
13,18,5,0,0,0.3398333333333333,0.3272333333333333
14,18,5,0,0,0.3272333333333333,0.3061
15,18,5,0,0,0.3061,0.3509333333333334
16,18,5,0,0,0.3509333333333334,0.3733666666666667
17,18,5,0,0,0.3733666666666667,0.41709999999999997
18,18,5,0,0,0.41709999999999997,0.4378
19,18,5,0,0,0.4378,0.5727
20,18,5,0,0,0.5727,2.4866
21,18,5,0,0,2.4866,2.1077333333333335
22,18,5,0,0,2.1077333333333335,1.1584333333333334
23,18,5,0,0,1.1584333333333334,0.42483333333333334
0,19,5,1,0,0.42483333333333334,0.5948666666666667
1,19,5,1,0,0.5948666666666667,0.7933333333333333
2,19,5,1,0,0.7933333333333333,0.36093333333333333
3,19,5,1,0,0.36093333333333333,0.30239999999999995
4,19,5,1,0,0.30239999999999995,0.3983333333333333
5,19,5,1,0,0.3983333333333333,0.29956666666666665
6,19,5,1,0,0.29956666666666665,0.8186666666666667
7,19,5,1,0,0.8186666666666667,1.7623666666666666
8,19,5,1,0,1.7623666666666666,1.5790333333333335
9,19,5,1,0,1.5790333333333335,1.5182666666666667
10,19,5,1,0,1.5182666666666667,1.4151666666666667
11,19,5,1,0,1.4151666666666667,1.3929333333333331
12,19,5,1,0,1.3929333333333331,1.2646666666666666
13,19,5,1,0,1.2646666666666666,0.35383333333333333
14,19,5,1,0,0.35383333333333333,0.35383333333333333
15,19,5,1,0,0.35383333333333333,0.3382
16,19,5,1,0,0.3382,0.3494
17,19,5,1,0,0.3494,0.4261666666666667
18,19,5,1,0,0.4261666666666667,2.0618
19,19,5,1,0,2.0618,2.6700999999999997
20,19,5,1,0,2.6700999999999997,2.1627
21,19,5,1,0,2.1627,1.7431333333333332
22,19,5,1,0,1.7431333333333332,2.289733333333333
23,19,5,1,0,2.289733333333333,1.7063
0,20,5,2,0,1.7063,0.6263000000000001
1,20,5,2,0,0.6263000000000001,1.0099
2,20,5,2,0,1.0099,0.38663333333333333
3,20,5,2,0,0.38663333333333333,0.4279333333333334
4,20,5,2,0,0.4279333333333334,0.3342333333333333
5,20,5,2,0,0.3342333333333333,0.38083333333333336
6,20,5,2,0,0.38083333333333336,0.8171666666666667
7,20,5,2,0,0.8171666666666667,2.0278
8,20,5,2,0,2.0278,1.4718333333333333
9,20,5,2,0,1.4718333333333333,1.9266333333333334
10,20,5,2,0,1.9266333333333334,1.5362
11,20,5,2,0,1.5362,1.4403333333333335
12,20,5,2,0,1.4403333333333335,0.9744666666666666
